Time,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/h-sl-meters
1.096,-115.799837450491921,37.0750616705345379,1391.75874687297642
1.104,-115.799861127758234,37.0750750653442367,1391.70102571302664
1.112,-115.799884805507759,37.0750884603936086,1391.64268589648009
1.12,-115.799908483741035,37.0751018556832364,1391.58373091717363
1.128,-115.799932162458575,37.0751152512137239,1391.52416430868516
1.136,-115.799955841660918,37.075128646985732,1391.46398962389526
1.144,-115.799979521348632,37.0751420429998575,1391.40321044974939
1.152,-115.800003201522244,37.0751554392567115,1391.34183039476579
1.16,-115.800026882182365,37.0751688357569051,1391.27985309471501
1.168,-115.800050563329606,37.0751822325011773,1391.2172822058053
1.176,-115.800074244964549,37.0751956294901177,1391.15412141149636
1.184,-115.800097927087819,37.075209026724373,1391.09037441341593
1.192,-115.800121609700042,37.0752224242045685,1391.02604493590002
1.2,-115.800145292801801,37.0752358219313933,1390.96113671350486
1.208,-115.800168976393806,37.0752492199055368,1390.8956535114437
1.216,-115.800192660476696,37.075262618127617,1390.82959910401405
1.224,-115.800216345051211,37.0752760165984441,1390.76297728368058
1.232,-115.800240030118076,37.0752894153186929,1390.69579185766884
1.24,-115.800263715677829,37.0753028142889249,1390.6280466468304
1.248,-115.800287401731197,37.075316213509808,1390.55974548337167
1.256,-115.800311088278946,37.0753296129820882,1390.4908922131242
1.264,-115.800334775321744,37.0753430127064263,1390.42149069440961
1.272,-115.800358462860316,37.0753564126834334,1390.35154479236303
1.28,-115.800382150895288,37.0753698129137632,1390.28105838801571
1.288,-115.800405839427484,37.0753832133981049,1390.21003536012768
1.296,-115.800429528457627,37.0753966141371336,1390.13847960449175
1.304,-115.800453217986444,37.0754100151315384,1390.06639502144162
1.312,-115.800476908014673,37.0754234163819945,1389.9937855181247
1.32,-115.800500598544147,37.0754368178897593,1389.92065519812422
1.328,-115.800524289577552,37.0754502196566307,1389.84700836145885
1.336,-115.800547981117688,37.0754636216844204,1389.77284931041913
1.344,-115.800571673167241,37.0754770239748837,1389.69818232685634
1.352,-115.800595365728967,37.0754904265297967,1389.62301165855843
1.36,-115.800619058805509,37.0755038293509145,1389.54734154536436
1.368,-115.800642752399597,37.075517232439978,1389.4711762259783
1.376,-115.800666446513887,37.0755306357987422,1389.394519947052
1.384,-115.800690141151136,37.075544039428955,1389.31737695977995
1.392,-115.800713836314102,37.0755574433323787,1389.23975152216849
1.4,-115.800737532005442,37.0755708475107468,1389.1616478865476
1.408,-115.800761228227984,37.075584251965843,1389.08307029275602
1.416,-115.800784924984427,37.0755976566994008,1389.00402298063341
1.424,-115.800808622277515,37.075611061713154,1388.92451017412259
1.432,-115.800832320109961,37.0756244670088435,1388.84453608808235
1.44,-115.800856018484495,37.0756378725881461,1388.76410492942341
1.448,-115.800879717403788,37.0756512784527956,1388.68322088802461
1.456,-115.800903416870597,37.0756646846044688,1388.60188814581647
1.464,-115.800927116887593,37.0756780910448853,1388.52011087678079
1.472,-115.800950817457476,37.0756914977757077,1388.43789323673263
1.48,-115.800974518582933,37.0757049047986271,1388.35523937467337
1.488,-115.800998220266621,37.0757183121152778,1388.27215342143791
1.496,-115.801021922511225,37.0757317197273508,1388.18863949991169
1.504,-115.801045625319446,37.0757451276364876,1388.10470171708471
1.512,-115.80106932869387,37.0757585358443151,1388.02034416972697
1.52,-115.801093032637169,37.0757719443524678,1387.93557093644154
1.528,-115.801116737152,37.0757853531626012,1387.85038608447621
1.536,-115.801140442240992,37.0757987622762784,1387.76479366858916
1.544,-115.801164147906704,37.0758121716951052,1387.67879772764149
1.552,-115.801187854151792,37.0758255814206805,1387.59240228119211
1.56,-115.801211560978814,37.0758389914546029,1387.50561134425698
1.568,-115.801235268390386,37.0758524017984143,1387.41842890346652
1.576,-115.80125897638905,37.0758658124536851,1387.33085893636644
1.584,-115.801282684977394,37.0758792234219712,1387.24290540460652
1.592,-115.801306394157947,37.0758926347047932,1387.15457224939769
1.6,-115.801330103933296,37.0759060463037216,1387.06586340173203
1.608,-115.80135381430587,37.0759194582202198,1386.97678276762076
1.616,-115.801377525278241,37.07593287045583,1386.88733423604367
1.624,-115.801401236852939,37.0759462830120654,1386.79752168349046
1.632,-115.801424949032381,37.0759596958903828,1386.70734896374051
1.64,-115.80144866181908,37.07597310909226,1386.61681991581327
1.648,-115.801472375215454,37.0759865226191394,1386.52593835601806
1.656,-115.801496089223988,37.075999936472499,1386.43470808363259
1.664,-115.801519803847057,37.0760133506537457,1386.34313287749592
1.672,-115.801543519087076,37.0760267651643289,1386.25121649600874
1.68,-115.801567234946489,37.0760401800056485,1386.1589626839459
1.688,-115.801590951427613,37.0760535951791113,1386.06637515769603
1.696,-115.801614668532864,37.0760670106861241,1385.97345761775091
1.704,-115.801638386264557,37.0760804265280299,1385.88021374643449
1.712,-115.801662104625038,37.0760938427062072,1385.78664719995572
1.72,-115.801685823616609,37.0761072592220273,1385.69276161862626
1.728,-115.801709543241572,37.0761206760768189,1385.59856061891333
1.736,-115.801733263502186,37.0761340932719179,1385.5040477968455
1.744,-115.801756984400782,37.0761475108086316,1385.40922672687771
1.752,-115.801780705939549,37.0761609286883171,1385.31410096075547
1.76,-115.801804428120832,37.076174346912353,1385.21867402864996
1.768,-115.80182815094679,37.0761877654819543,1385.12294944370092
1.776,-115.801851874419583,37.0762011843983998,1385.02693069406746
1.784,-115.801875598541415,37.0762146036629616,1384.93062124292851
1.792,-115.801899323314373,37.0762280232767694,1384.83402453756639
1.8,-115.801923048740619,37.0762414432410736,1384.73714399914752
1.808,-115.801946774822255,37.076254863557061,1384.63998302499363
1.816,-115.801970501561414,37.0762682842259537,1384.54254499198805
1.824,-115.801994228960112,37.0762817052489169,1384.44483325430451
1.832,-115.802017957020496,37.0762951266271941,1384.34685114000149
1.84,-115.802041685744541,37.0763085483619008,1384.24860196010468
1.848,-115.802065415134265,37.0763219704541669,1384.15008899838926
1.856,-115.802089145191701,37.0763353929051718,1384.05131551819159
1.864,-115.802112875918837,37.0763488157160239,1383.95228475559657
1.872,-115.802136607317621,37.0763622388878247,1383.85299992738669
1.88,-115.802160339390014,37.0763756624216896,1383.75346422422831
1.888,-115.802184072137919,37.07638908631872,1383.6536808152141
1.896,-115.802207805563228,37.0764025105799675,1383.55365284672689
