Time,q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),/fdm/jsbsim/velocities/vc-kts
0,1403.098198,39257495.25,2725.30566687,2981.97978607,2725.305666866317,-6.857683900035794e-15,2.273736754432321e-13,-21.74215554051789,0.2401628075479374,19.86242622416605,1.251056468832381,2.47960350346581,-29.325862086891,-21.40125587756502,3.368401185163132e-15,-12.13594425786818,2725.305666866318,-6.857683900035835e-15,2.305514366928434e-13,1822.361602226079,925.0018773142767,2171.537050627303,741.7734480363282,1470.200655487145,2171.537050627303,2725.231044384295,1.444271711247843e-13,-20.16761209827126,733.719231375596905
